,decisionType,term,naturalCourt,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,vote,opinion,direction,majority,firstAgreementPresent,secondAgreementPresent,yearOfCaseInitiate,yearOfDecision,argumentMade,reargMade,usCitePresent,sctCitePresent,ledCitePresent,lawMinorPresent,justiceNameEncode
caseDisposition,0.1795483006828084,0.09522752369377643,0.0905591409360472,0.004940722662354266,-0.004958365783030088,-0.01373432807765611,0.06232488153864027,0.13623069342695168,-0.006182127664109656,-0.024061797802023208,0.006319959327269473,0.027074314787447092,-0.0312333926310848,0.028079837682805812,0.000518012287505263,-0.035040526658037474,0.06207253116700224,0.04619029804085686,-0.04800698739111884,-0.030128784798316773,1.0,-0.019334088719013088,0.29395281733211664,-0.005943626379098655,0.026545680097748117,0.04754577744126935,0.0472411926125169,-0.03618484871681228,0.052522205531214394,0.02480664353088039,0.02480664353088039,0.0691477102016021,0.07327538010842341,0.1029035363320781,0.08740502505783145,,0.10196234616430715,-0.11189766099657857,0.08012486444306133,-0.05980362217112002,-0.034862086256357346,-0.02306583381787643,0.0516129742816013,0.02100205551438451,-0.003550259295906452,0.09522752369377643,0.09352388433137282,-0.2179310579790272,-0.045209396175237865,0.01755205604801146,0.0019835727374605087,0.000385591628211286,-0.023549129052372192,0.08386058054949243
caseDispositionUnusual,-0.01685913873020628,-0.07646569014169463,-0.0749605178948681,-0.011123316253264843,0.01403200546575225,-0.005783771720238867,-0.018930742403245153,0.05669542364084196,-0.0152861719233215,-0.020553632117132698,0.045430525371519655,-0.041270957586077545,-0.03066678389723159,-0.02611029107126867,-0.03352630535088756,-0.029684271949816203,-0.023453299261055962,0.009373866673572965,0.009320683485910374,0.011509811278203453,-0.019334088719013088,1.0,-0.0486336961433876,-0.002110893617277664,0.03624380653037429,0.02274806289897777,0.02271330517037954,0.02621805483683092,0.05148096371010667,0.006708559202704634,0.006708559202704634,0.021302532459263612,0.026056317923596337,-0.05223555923870472,-0.0650768165815799,,0.005215645009597079,-0.009081833901040049,-0.06702415763885046,-0.009437751562316367,0.009710758414743496,0.026652639589611452,0.002996535055647716,0.01728086217786214,0.012587742165114407,-0.07646569014169463,-0.07620538261082097,-0.03756480958245315,-0.003989297040515965,-0.03075140937354868,-0.010820726915098833,-0.006669634503876843,0.0027410114942152536,-0.06769526309868697
partyWinning,-0.0653989652631094,0.05411428266891541,0.04875937295348238,0.02402235747417478,0.002765558944143189,-0.003900537621264108,-0.023779650322117797,-0.08085623741993041,-0.019590183275874057,-0.008421384330270483,-0.01679216820590313,-0.006842509244551971,-0.025043190809381805,0.0058471686286390365,0.0007243928049427684,0.07489402393108921,0.09436925268044681,0.05815957979020709,0.005948285885427369,0.0026083436325195246,0.29395281733211664,-0.0486336961433876,1.0,0.03372797205483662,0.013607260374924662,-0.028675973548500718,-0.02862242862209489,0.1000845224054021,0.03957052033105155,0.035527630982446115,0.035527630982446115,0.010163840175678411,0.015113593604776274,0.04487103845004649,0.06956593876042445,,0.10166829007096559,-0.10571965306591928,0.04562580195590193,-0.07156973785192051,-0.007299886981464669,0.08913760676275716,0.059397497409120044,0.01687201694138113,-0.005727374647366593,0.05411428266891541,0.05385627690132901,-0.09066572115590468,-0.03098034589007342,0.018936240671491623,0.00972935480117922,0.003150886625835483,0.01275654696205695,0.04782665265415853
precedentAlteration,-0.013669649123898725,0.00017362388075233635,0.0010254695335753978,-0.024566826207146543,0.02398397817526151,-0.032700182820762466,0.049032909383143954,0.040853695063428404,0.014681341243221156,-0.0002903896935216452,0.013290994580275155,0.04712895658666032,0.020146000806871175,0.04544662566631312,0.027841442800937626,-0.019259129905229648,7.388742699514458e-05,-0.009620801170158946,-0.02484144229382414,0.10035580064132925,-0.005943626379098655,-0.002110893617277664,0.03372797205483662,1.0,0.016877580512783184,-0.02411994594182442,-0.024089386945205675,0.028592822590958335,-0.008711280651363463,-0.03877890743409197,-0.03877890743409197,-0.06535326816333537,-0.07056700923765163,-0.01985184657373548,-0.005085676617412398,,-0.02804048055059486,0.03791469243022418,0.0013477762662748632,0.014675080743941863,0.026192416922842878,0.021777839736744332,-0.003549378308878484,-0.027512682140198252,-0.02425350047318388,0.00017362388075233635,0.0007959140377873642,0.04307504462316809,0.10377540960282922,-0.011643887135658318,-0.01070511063383515,-0.006598371422869304,-0.041793300007159015,0.0019643713516878623
voteUnclear,-0.015393472404437123,-0.0599233415844217,-0.05710091622817794,-0.004017410843325612,-0.013773871495319629,-0.029636758373997974,0.00793662845500994,-0.003596129158595845,0.021735401488393986,0.014968372600004037,-0.012195943207853544,0.004921887698418019,-0.007948840898045045,-0.0021031148144467137,-0.003960514127529906,-0.017463076162866062,0.002128936375710354,-0.002107060915590935,-0.044284406422797934,-0.01795374573298613,0.026545680097748117,0.03624380653037429,0.013607260374924662,0.016877580512783184,1.0,-0.006623905188133893,-0.006658434330405476,0.02340663566228421,0.05078850651186311,-2.8644138404348758e-05,-2.8644138404348758e-05,0.0036550864837147858,0.00417701095507073,-0.056416727844433974,-0.06444051973815859,,-0.03762031426798079,0.032480460167000944,-0.05820975976933439,0.028522868877298366,0.03142325123973809,0.010913957297854602,-0.014440083443868991,-0.00025771089705604926,0.01104185815861309,-0.0599233415844217,-0.05950394749615274,0.015259916270253946,0.055373028351729234,-0.021883166143660763,-0.007700192274182664,-0.004746212383077686,-0.0038595067826283054,-0.058250316075732646
issue,-0.0302774902103435,-0.08953984724958555,-0.09185923773716562,0.16335402803897503,-0.04919705253927237,0.2167108794247196,-0.11257957197931368,0.03043936702540346,-0.034442208853720624,-0.0016207786297137545,-0.02034123522246097,-0.13389893438602882,-0.040360914210170025,-0.09782753472265454,-0.05508916227053167,-0.0637685974215804,-0.08614603182987554,0.08370647916179126,0.08229874350374283,-0.0803467075124596,0.04754577744126935,0.02274806289897777,-0.028675973548500718,-0.02411994594182442,-0.006623905188133893,1.0,0.9999935190480933,0.09236497902953587,-0.015501213845123337,0.12485893113701281,0.12485893113701281,0.15048139209172454,0.17750117731824908,-0.09775668973060296,-0.058609711654305556,,0.12320185419469558,-0.1494526636607331,-0.08332641201237768,-0.08774486930326182,-0.07300884112694123,-0.03361750320252029,0.034144622973689386,0.06248031996370516,0.034732702749801385,-0.08953984724958555,-0.0896000101058057,0.10008857408069163,-0.01844966366904879,-0.00769152758319654,-0.013771393778042191,-0.025968999945497707,0.12073632254652597,-0.08480574205367936
issueArea,-0.030343978396481407,-0.08975348284891183,-0.09207916502214664,0.16335400238373873,-0.04903803894230615,0.21681527796826044,-0.11245529139850206,0.03034247831858869,-0.034292228569880664,-0.001457878869776666,-0.02023139479937726,-0.1335977014654357,-0.04012467012442892,-0.09746490138117647,-0.054814777750042454,-0.06366008905404649,-0.08609029135634917,0.08348452879853087,0.08249690424523573,-0.08011969199973766,0.0472411926125169,0.02271330517037954,-0.02862242862209489,-0.024089386945205675,-0.006658434330405476,0.9999935190480933,1.0,0.09258498561190211,-0.015483601831783187,0.12474293655491868,0.12474293655491868,0.14967185364821017,0.17671967064043886,-0.09793300856622607,-0.058801742663257384,,0.12294543864183433,-0.14921945579007012,-0.08349054366905441,-0.08761557945171822,-0.0729126044368127,-0.0335726982270454,0.034023540675465105,0.0624067424208405,0.03466891479313897,-0.08975348284891183,-0.08981044497092568,0.10031971980042495,-0.018438541015447167,-0.007822638626882141,-0.013876810309263186,-0.02603496539286055,0.11994224155260454,-0.084973386285657
decisionDirection,-0.026434820850043735,-0.07972317384308737,-0.07941233950440078,0.0590346604267918,-0.06030066701320543,-0.02362894324492705,0.04966163579001544,0.010464969416335488,0.007244269445770859,-0.006846949489560539,0.012553521413037104,0.043349204655379024,0.027115707079976945,0.06051176290565714,0.04335714207793093,-0.017013010282465248,-0.01888629924315299,0.007469690738938719,-0.11171406639808555,0.17483383550569584,-0.03618484871681228,0.02621805483683092,0.1000845224054021,0.028592822590958335,0.02340663566228421,0.09236497902953587,0.09258498561190211,1.0,-0.039836331606100665,0.00021013388189407335,0.00021013388189407335,-0.016512407376876006,-0.007829209891670854,-0.1016080533034836,-0.12781228576284395,,0.09949063847645975,-0.10786652016989229,-0.08223287949430132,0.014505921632713711,-0.004686091534858796,0.4128121897374778,0.01906548253080963,0.021959552610199534,-0.022493274657038688,-0.07972317384308737,-0.07979162807439061,-0.005835379208346899,0.007409318970085459,0.008412913732993885,-0.013597054886227505,0.007348993241533726,-0.011592661758422796,-0.0805445758553987
decisionDirectionDissent,-0.007015982164179422,-0.02037123129981683,-0.014277909218728659,-0.01326473840500199,-0.00876559897725846,-0.00928930477328937,0.002874182419185099,0.0035667479403727366,-0.008071579465831319,-0.011637079080597714,0.005654929991556909,0.01920116680189631,0.0022823410471304946,0.020948226341945604,0.005615438045576043,0.0061172872887612865,0.022848755033179537,-0.029390932807254574,-0.019775889742862485,-0.019621125643321274,0.052522205531214394,0.05148096371010667,0.03957052033105155,-0.008711280651363463,0.05078850651186311,-0.015501213845123337,-0.015483601831783187,-0.039836331606100665,1.0,-0.002073082626990462,-0.002073082626990462,0.016036824347411622,0.016048159691903534,-0.016323314247632812,-0.005170660685407229,,-0.035614059377372775,0.024093861848343046,-0.019139382129397493,-0.010277634382795388,0.0002275674147758585,-0.010624697582703024,-0.011504607289709335,-0.005510434150331105,-0.006254247515788995,-0.02037123129981683,-0.02033845583257956,-0.0024882980043319483,0.018337668298680176,0.02128481688507942,0.014953419453425766,0.014425483801172392,0.001793719023059548,-0.019236107548914763
authorityDecision1,-0.04904231907998005,-0.01385503867164423,-0.029112599522582855,0.13124902735774024,-0.035859194944145786,0.12378969170391871,-0.07811722988773764,-0.05107453282212776,-0.07168059901930428,-0.05522353809440644,0.036693858014326945,-0.16756500748585185,-0.11840020871077316,-0.13964392558741015,-0.117341811030224,0.017886723266283298,0.053696618109192004,0.13671404661102618,-0.002858869195501366,-0.07332835374234184,0.02480664353088039,0.006708559202704634,0.035527630982446115,-0.03877890743409197,-2.8644138404348758e-05,0.12485893113701281,0.12474293655491868,0.00021013388189407335,-0.002073082626990462,1.0,1.0,0.08724819131937754,0.10390123661670124,-0.04070333128641328,-0.02162719954299048,,0.008767978087018163,-0.030320334122160283,-0.023135296170555205,-0.04681794788092068,-0.02919895593825613,-0.005713701552982674,0.0022938374433962693,0.012595935149212813,0.0088502374708961,-0.01385503867164423,-0.014023055678278506,0.004924801501155444,-0.04332453419285781,0.04330520718192417,0.008646058635525972,-0.0057131563998758655,0.01563377009092557,-0.021918954427850208
authorityDecision2,-0.04904231907998005,-0.01385503867164423,-0.029112599522582855,0.13124902735774024,-0.035859194944145786,0.12378969170391871,-0.07811722988773764,-0.05107453282212776,-0.07168059901930428,-0.05522353809440644,0.036693858014326945,-0.16756500748585185,-0.11840020871077316,-0.13964392558741015,-0.117341811030224,0.017886723266283298,0.053696618109192004,0.13671404661102618,-0.002858869195501366,-0.07332835374234184,0.02480664353088039,0.006708559202704634,0.035527630982446115,-0.03877890743409197,-2.8644138404348758e-05,0.12485893113701281,0.12474293655491868,0.00021013388189407335,-0.002073082626990462,1.0,1.0,0.08724819131937754,0.10390123661670124,-0.04070333128641328,-0.02162719954299048,,0.008767978087018163,-0.030320334122160283,-0.023135296170555205,-0.04681794788092068,-0.02919895593825613,-0.005713701552982674,0.0022938374433962693,0.012595935149212813,0.0088502374708961,-0.01385503867164423,-0.014023055678278506,0.004924801501155444,-0.04332453419285781,0.04330520718192417,0.008646058635525972,-0.0057131563998758655,0.01563377009092557,-0.021918954427850208
lawType,-0.0234115689796272,0.05496210322834651,0.05135126810833662,0.016745626438138966,-0.0617314220763959,0.056176524194036855,-0.1264669133287304,-0.05066849354772448,-0.0874338453712621,-0.06891615956951391,-0.07940456628343875,-0.19539950028154607,-0.12162426022766391,-0.21270284193528574,-0.16273596490970663,-0.013093672566992641,0.02116080828058947,0.04978378864842786,-0.03090986658786546,-0.14292896026232155,0.0691477102016021,0.021302532459263612,0.010163840175678411,-0.06535326816333537,0.0036550864837147858,0.15048139209172454,0.14967185364821017,-0.016512407376876006,0.016036824347411622,0.08724819131937754,0.08724819131937754,1.0,0.990767479770171,0.02642458295357011,0.057695583363864884,,0.086619158957698,-0.09150243081046307,0.038749504843954764,-0.05462148226394939,-0.05411674312127099,-0.022428300783547794,0.02610111049432683,0.021327829120431966,-0.008374262950512516,0.05496210322834651,0.054541872522821964,0.0036648070147247626,-0.031718517408931994,0.07218976562054642,0.04697542564408639,0.024012539282978605,0.8017199837376147,0.039991444227131294
lawSupp,-0.018036425795656837,0.03808522693549427,0.03488602409688379,0.03666787499060076,-0.06953807492107822,0.07122821503196845,-0.13640789179042676,-0.051706475795291716,-0.09246582843369852,-0.07254723944778954,-0.07629099772324344,-0.21554364441671447,-0.13342351166945,-0.22978316291334847,-0.17478014871863518,-0.017685766770608565,0.022763639110266312,0.057413623224126985,-0.03336329500639409,-0.16152938205372827,0.07327538010842341,0.026056317923596337,0.015113593604776274,-0.07056700923765163,0.00417701095507073,0.17750117731824908,0.17671967064043886,-0.007829209891670854,0.016048159691903534,0.10390123661670124,0.10390123661670124,0.990767479770171,1.0,0.013934487735639572,0.04542871642481246,,0.09196171007084915,-0.10123553847488521,0.023653566716667396,-0.05722558701422202,-0.061662510220411686,-0.021391777467578196,0.02466892114863915,0.02649123215708176,-0.007800667146107228,0.03808522693549427,0.03758183502226624,-0.005302029123526689,-0.03491103569420026,0.0674074699362918,0.045387170245593,0.022989355510601203,0.768750114597216,0.02479556161032434
majOpinWriter,0.04878342688682842,0.8055968296254136,0.7931239241913035,-0.07323089321745939,0.08541217236926141,-0.01128609398902184,0.01265685715612906,-0.08398398519441262,-0.01389754691342452,0.012850392374382489,-0.05806837981071607,-0.04474445264746071,-0.2174483441809141,-0.0819246360837113,-0.09698747785195354,0.07688053798909326,0.033442100735657725,-0.027012069767311398,0.13672632487347208,0.029484450639131948,0.1029035363320781,-0.05223555923870472,0.04487103845004649,-0.01985184657373548,-0.056416727844433974,-0.09775668973060296,-0.09793300856622607,-0.1016080533034836,-0.016323314247632812,-0.04070333128641328,-0.04070333128641328,0.02642458295357011,0.013934487735639572,1.0,0.7474581159965771,,0.06563018852469604,-0.005874508709305945,0.7139296675271977,0.04427218667252667,0.01486348371269536,-0.03942873453833776,0.036628713007292944,-0.07244462948909908,-0.07028086877463073,0.8055968296254136,0.8057235870057496,-0.06453097429889755,-0.1039626541463729,0.282500470164522,0.09957909274295099,0.05664004116335238,0.02945382135815016,0.7250789111224991
majOpinAssigner,-0.02888526761487779,0.8578775021274214,0.8621108933881665,-0.06819054910766846,0.08231323625837321,0.0571041521865133,-0.03026280083283489,-0.07161778773417542,-0.019952236277901332,0.003915000542948759,-0.048047295735247936,-0.07968971788331955,-0.21738055753240715,-0.11390896287751195,-0.11816862164952131,0.08712162378632027,0.020815770121669585,-0.0013013779110250202,0.16785636414581825,-0.012459656129256487,0.08740502505783145,-0.0650768165815799,0.06956593876042445,-0.005085676617412398,-0.06444051973815859,-0.058609711654305556,-0.058801742663257384,-0.12781228576284395,-0.005170660685407229,-0.02162719954299048,-0.02162719954299048,0.057695583363864884,0.04542871642481246,0.7474581159965771,1.0,,0.1607396089741628,-0.09594437724344841,0.755694305782241,0.033473890892121556,0.0012136709635040353,-0.0412352954142825,0.06904899790736577,-0.07646225796265828,-0.12181047063296939,0.8578775021274214,0.8579271624469996,0.01649636603849387,-0.11533857069391117,0.3634712576732644,0.12823517940605214,0.07892768318165246,0.05457084607882855,0.7657721689391555
splitVote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
majVotes,-0.06174610941868215,0.0582360708195641,0.05053037185705419,0.03339875492909334,-0.023813004842587495,-0.0077589546372823495,-0.0037523950268803113,-0.007784578931378012,0.011842858035442808,-0.00045307961556228154,-0.023822356318176557,0.013637571729567302,-0.005082026421825061,0.012151170700790727,0.00642862281799307,-0.05180607649958809,-0.026546463399565182,0.04413421478898154,-0.041385202798715284,-0.045838314278350625,0.10196234616430715,0.005215645009597079,0.10166829007096559,-0.02804048055059486,-0.03762031426798079,0.12320185419469558,0.12294543864183433,0.09949063847645975,-0.035614059377372775,0.008767978087018163,0.008767978087018163,0.086619158957698,0.09196171007084915,0.06563018852469604,0.1607396089741628,,1.0,-0.914856216045554,0.052813606370201965,-0.1887008099323308,-0.12108453128440932,0.12815597491942718,0.4014584757740616,0.23095360866022463,0.04337458656196119,0.0582360708195641,0.056609369363562055,-0.10756677299372357,-0.11554618489855703,0.0244661357329081,-0.01115126476263906,-0.016981630409330758,0.05460917196201499,0.05479333734784126
minVotes,0.04178733099177531,0.012760271524881052,0.015135111428975648,-0.0567720001871637,0.03520513315448383,-0.013859974034595901,0.024601483805708178,-0.007059305760791978,-0.003391218865620926,0.006490505356602619,0.03117752184788079,0.009848412210820192,0.013953166897714774,0.0026348616498421584,0.0026557986386849743,0.05157300874726526,0.004958008392192075,-0.06046004782803292,0.0581615731114257,0.0712445958383407,-0.11189766099657857,-0.009081833901040049,-0.10571965306591928,0.03791469243022418,0.032480460167000944,-0.1494526636607331,-0.14921945579007012,-0.10786652016989229,0.024093861848343046,-0.030320334122160283,-0.030320334122160283,-0.09150243081046307,-0.10123553847488521,-0.005874508709305945,-0.09594437724344841,,-0.914856216045554,1.0,0.011525340300173046,0.1792498015854197,0.1787269483262406,-0.054762035592494304,-0.3172167477064163,-0.2583115247489061,-0.036392385070303734,0.012760271524881052,0.01491277520192762,0.15016874994413748,0.11721622182230418,-0.023299455245395808,-0.015696855140796617,-0.0006437207347497039,-0.04847824558387174,0.01042543395296393
justice,-0.052979207144503854,0.8644201617746182,0.8450753203820751,-0.08749422391065327,0.09393692076602561,0.02936139082734241,-0.003496034178710087,-0.08420103008242442,-0.016795233187205116,0.0042204411768367875,-0.05889604545103706,-0.06853976371092889,-0.21866671187511819,-0.10629916848812702,-0.1151544146735565,0.09278462496971542,0.022818793793268632,-0.011217788725451483,0.16366569321252838,0.04516757822150799,0.08012486444306133,-0.06702415763885046,0.04562580195590193,0.0013477762662748632,-0.05820975976933439,-0.08332641201237768,-0.08349054366905441,-0.08223287949430132,-0.019139382129397493,-0.023135296170555205,-0.023135296170555205,0.038749504843954764,0.023653566716667396,0.7139296675271977,0.755694305782241,,0.052813606370201965,0.011525340300173046,1.0,2.0902455683062062e-05,-0.016785674635467124,-0.08587130724460158,0.05229126247572048,-0.0837559501835201,-0.09523694373487687,0.8644201617746182,0.864471225899758,0.008237044672807031,-0.08859915888414807,0.30497609788779456,0.11201981025420696,0.0695649172290159,0.0457118129105117,0.9819657357309967
vote,0.19335307486293604,0.03530769878609495,0.036344457686176994,-0.013269563651594924,0.021326173964120027,-0.012229133153729787,0.018985807436270413,-0.003935023537156534,0.014685146678446045,0.0035304027939145216,0.0091062950909487,0.02492471572947073,-0.00027378863526546124,0.02193533203090077,0.015874817160040928,-0.00798307530964526,0.02527245029684262,-0.04807317997984967,0.039790563882400445,0.05145620258239378,-0.05980362217112002,-0.009437751562316367,-0.07156973785192051,0.014675080743941863,0.028522868877298366,-0.08774486930326182,-0.08761557945171822,0.014505921632713711,-0.010277634382795388,-0.04681794788092068,-0.04681794788092068,-0.05462148226394939,-0.05722558701422202,0.04427218667252667,0.033473890892121556,,-0.1887008099323308,0.1792498015854197,2.0902455683062062e-05,1.0,0.37319118705865545,-0.06974609135238344,-0.28836368078345315,-0.3090775258949415,-0.08708833872923259,0.03530769878609495,0.03567727408460878,0.015553059366301409,0.034279038132837766,-0.002643733093845187,0.0018141514835547316,-0.0043582195115152555,-0.05649084258793805,0.004083793784670537
opinion,-0.03223368344547116,0.031246864875627094,0.025050379105554434,-0.024064734551248728,0.009646621192541565,-0.006699414906396758,0.01609511990789806,6.0698557179764506e-05,0.012982415122763019,0.002220575143761829,0.04388301208046059,0.015233782071718953,0.010694585144454977,0.014320878448711176,0.0061108968275692035,0.010235852156438576,-0.026895143937149455,-0.03438283298080483,0.03241556522751209,0.06442182914718098,-0.034862086256357346,0.009710758414743496,-0.007299886981464669,0.026192416922842878,0.03142325123973809,-0.07300884112694123,-0.0729126044368127,-0.004686091534858796,0.0002275674147758585,-0.02919895593825613,-0.02919895593825613,-0.05411674312127099,-0.061662510220411686,0.01486348371269536,0.0012136709635040353,,-0.12108453128440932,0.1787269483262406,-0.016785674635467124,0.37319118705865545,1.0,0.1844120003229784,0.04255278080003702,0.07589097851662108,0.007210128313507844,0.031246864875627094,0.03179215733027828,0.07606149151783101,0.04908389407423476,0.001626987028975362,-0.004048974054852474,-0.0034546292696089713,-0.02021500878724973,-0.011255472944520825
direction,-0.07833952828115001,-0.029576071574098396,-0.02499906731231369,0.01950987098178071,-0.04234009326397721,-0.04122638952661997,0.03605080774399695,-0.03875747727585975,0.022786693901372196,0.011149816884520755,0.008608346176752709,0.05015054126856694,0.032323620024956014,0.048451733704139445,0.033944404581524625,0.0023143944093277206,-0.013354051555991226,0.00959743821415669,-0.17434540244028643,0.07616049284737997,-0.02306583381787643,0.026652639589611452,0.08913760676275716,0.021777839736744332,0.010913957297854602,-0.03361750320252029,-0.0335726982270454,0.4128121897374778,-0.010624697582703024,-0.005713701552982674,-0.005713701552982674,-0.022428300783547794,-0.021391777467578196,-0.03942873453833776,-0.0412352954142825,,0.12815597491942718,-0.054762035592494304,-0.08587130724460158,-0.06974609135238344,0.1844120003229784,1.0,0.333079666649354,-0.033259520120826384,0.014623323560173575,-0.029576071574098396,-0.02915525096640567,0.011681299785510104,-0.011878169125738247,0.004269293331683672,-0.015584750693005484,0.0019243689060060637,-0.0050432674124094076,-0.07629032148694206
majority,-0.07429973302345007,0.04601083243073177,0.04322113061394123,-0.004473000224476985,-0.004643503201845819,-0.013370389976880205,0.006314963930142777,-0.004702030777580724,0.009866626925339642,0.002224023328365179,-0.0007467036469453166,0.014237296608012349,0.004370668616674597,0.009906980357128123,0.00510785507280367,-0.009377922843367293,-0.02453995297322533,0.01697335302409768,-0.02400329104139269,-0.005352211629776383,0.0516129742816013,0.002996535055647716,0.059397497409120044,-0.003549378308878484,-0.014440083443868991,0.034144622973689386,0.034023540675465105,0.01906548253080963,-0.011504607289709335,0.0022938374433962693,0.0022938374433962693,0.02610111049432683,0.02466892114863915,0.036628713007292944,0.06904899790736577,,0.4014584757740616,-0.3172167477064163,0.05229126247572048,-0.28836368078345315,0.04255278080003702,0.333079666649354,1.0,0.35047783966105994,0.06384480349872539,0.04601083243073177,0.045537341364391845,-0.02973886870955938,-0.038460177634272626,0.01981657298232322,-0.003933753714713702,-0.006157226251619,0.030414300778051812,0.051502070018886285
firstAgreementPresent,-0.018076065178133212,-0.12118147084734131,-0.11376249271755294,0.01489628247241878,-0.01767958433726779,-0.002694841606847554,-0.00586243778790044,0.012662944183060916,-0.0030596760889558274,0.0007646646635592987,-0.006045646041649921,0.008511686318640771,0.026376470914348315,0.014319149309870483,0.017642663478364316,-0.03265306695957935,-0.0193106078438184,0.018976223460806158,-0.022669322544430968,-0.04034715063480632,0.02100205551438451,0.01728086217786214,0.01687201694138113,-0.027512682140198252,-0.00025771089705604926,0.06248031996370516,0.0624067424208405,0.021959552610199534,-0.005510434150331105,0.012595935149212813,0.012595935149212813,0.021327829120431966,0.02649123215708176,-0.07244462948909908,-0.07646225796265828,,0.23095360866022463,-0.2583115247489061,-0.0837559501835201,-0.3090775258949415,0.07589097851662108,-0.033259520120826384,0.35047783966105994,1.0,0.451795334356686,-0.12118147084734131,-0.12184213010786403,-0.05757418506357119,-0.030473902616924634,-0.14528607342435987,-0.0714270081323817,-0.06556466007513508,0.009734609457719957,-0.0863488286317787
secondAgreementPresent,-0.03006987674072517,-0.13258113544667816,-0.11273534432222,-0.019823283457865198,-0.00011617845415541497,-0.01434457999114773,-0.0020249776442943846,-0.0011006548655871438,0.002836929637322416,0.011054973455437206,-0.014656488525215155,0.012936824987089833,0.025305600214689757,0.012738246159353275,0.018109562889015406,-0.01791215796744537,-0.029868693081006956,0.005684186744549352,0.000281283974704069,-0.017655669813106168,-0.003550259295906452,0.012587742165114407,-0.005727374647366593,-0.02425350047318388,0.01104185815861309,0.034732702749801385,0.03466891479313897,-0.022493274657038688,-0.006254247515788995,0.0088502374708961,0.0088502374708961,-0.008374262950512516,-0.007800667146107228,-0.07028086877463073,-0.12181047063296939,,0.04337458656196119,-0.036392385070303734,-0.09523694373487687,-0.08708833872923259,0.007210128313507844,0.014623323560173575,0.06384480349872539,0.451795334356686,1.0,-0.13258113544667816,-0.1323270867517519,0.012553096996055963,-0.0019443223919894475,-0.2986146716032452,-0.1605169937652207,-0.14112528867299862,0.005483906774747115,-0.09777409759397197
yearOfCaseInitiate,-0.06123696653314555,1.0,0.969084234326136,-0.09314015767610413,0.09402392517258899,0.02874084517430435,-0.007775826094062878,-0.10090878768359973,-0.029951170554532548,-0.013527178190926133,-0.07803134469666981,-0.0787292035723511,-0.243970132701406,-0.1220628422423164,-0.12828345596350293,0.10656431629981827,0.033492648475360924,-0.002949092608476204,0.17487959332679961,0.044905603221068575,0.09522752369377643,-0.07646569014169463,0.05411428266891541,0.00017362388075233635,-0.0599233415844217,-0.08953984724958555,-0.08975348284891183,-0.07972317384308737,-0.02037123129981683,-0.01385503867164423,-0.01385503867164423,0.05496210322834651,0.03808522693549427,0.8055968296254136,0.8578775021274214,,0.0582360708195641,0.012760271524881052,0.8644201617746182,0.03530769878609495,0.031246864875627094,-0.029576071574098396,0.04601083243073177,-0.12118147084734131,-0.13258113544667816,1.0,0.9998270585033829,0.009648446462939986,-0.10449125181589515,0.4088157227598153,0.15176000223124425,0.09412035940834902,0.05779812347920051,0.8787781372139254
yearOfDecision,-0.061903204263491135,0.9998270585033829,0.9690799183055702,-0.09326080689923624,0.09469248132408138,0.028473388857759564,-0.007137131831760635,-0.10149838618796511,-0.02975727860643184,-0.012769117652709779,-0.07897732415376002,-0.07840899980460472,-0.24365098124168222,-0.12175247460046881,-0.12788461142577034,0.10752055826575894,0.033941678988428474,-0.0028478316418251133,0.1744198639100853,0.04521735269465903,0.09352388433137282,-0.07620538261082097,0.05385627690132901,0.0007959140377873642,-0.05950394749615274,-0.0896000101058057,-0.08981044497092568,-0.07979162807439061,-0.02033845583257956,-0.014023055678278506,-0.014023055678278506,0.054541872522821964,0.03758183502226624,0.8057235870057496,0.8579271624469996,,0.056609369363562055,0.01491277520192762,0.864471225899758,0.03567727408460878,0.03179215733027828,-0.02915525096640567,0.045537341364391845,-0.12184213010786403,-0.1323270867517519,0.9998270585033829,1.0,0.01341721382770431,-0.10475778650087618,0.4089119427962656,0.1519361902811919,0.09412300266662257,0.05791061882263684,0.8788177864173337
